"id","movie_id","quote_text","created_at"
901730,15921,"Kurdy: [reads from his unfinished poem to the pilgrims] I wear hope around my neck like a noose. It's loose enough for me to breathe when I need to get me through the day. And, with each swagger and sway, comes a new belief that there's a new relief around the way. So I keep going, halfway knowing it's just a trick my mind likes to play so I don't quit. Or is it? Maybe, I'll never know. Maybe I'll never go past the dreaming that there's more, the scheming that what I'm searching for is seemingly reminiscent to the folklore that there's a garden paradise where I can settle and never have to leave. Where I can [closes eyes] breathe deep breaths and exhale with abandon. Maybe that paradise is wherever I'm standing... tall, [opens eyes but no longer looking at his notes] believing in myself, that I can conquer all the sadness and all the madness, and have a ball wherever I go. Could that be the paradise I'm looking for? Maybe. Maybe I'll never know.",2025-04-25 20:16:56.754
901731,15921,"Kurdy: Constance, what if you get to this place, and - I'm not saying this for sure, I'm just asking - but what if we get there and nothing happens? I mean no big, white ship, no golden sail coming out of the sky.Constance: Faith means believing in impossible things.Kurdy: But what if the impossible really is impossible?Constance: Do you know how many people we've reached on the road, touching them with our dream? What happens to us doesn't matter. What matters is we made our journey, kept faith with ourselves.Kurdy: I guess that's all that really matters for everybody, huh?Constance: [nods head] Mm. At the end of it all, this isn't about God. It isn't about the road, and it isn't even about the big, white ship. It's about believing that miracles are possible. Because of what we're doing, thousands of people believe who didn't believe before, and they'll get their miracle no matter what... because a world without miracles isn't worth saving.",2025-04-25 20:16:56.754
901732,15921,"Interrogater: Would you like something to drink?Markus Alexander: Yeah.Interrogater: In return, will you give us the names of the other individuals involved in your attempt to overthrow the United States government?Markus Alexander: There is no United States government. There hasn't been one in fifteen years.Interrogater: This place is the government. The lawfully established seat of power...Markus Alexander: This place is a bad memory. This place is a testament to everything that was wrong with the old world. A triumph of brute force over basic humanity.Interrogater: Does it make it easier for you to think of us in that way?Markus Alexander: Easier? No. More honest? F**k, yeah.",2025-04-25 20:16:56.754
901733,15921,"General Waverly: This is gonna hurt, Jeremiah, but it's for the good of the country.",2025-04-25 20:16:56.754
901734,15921,"Norad Guy: Why is it so important for you to find Kurdy anyway?Mr. Smith: Because if I don't, he'll die.Norad Guy: Oh, yeah? Says who?Mr. Smith: God.Norad Guy: God? Don't believe in Him.Mr. Smith: Neither did I, but I don't think He noticed.",2025-04-25 20:16:56.754
901735,15921,"Erin: So, how long do we have?Lee Chen: The Big Death spreads by touch. Moves like wildfire. Starts with nausea, dizziness, vomiting, lesions and bruising around the joints. Then, madness, dementia, blindness. The internal organs liquify. And then death. Total time involved, 2 to 3 days.",2025-04-25 20:16:56.754
901736,15921,Kurdy: The Big Death's comin' to Valhalla!,2025-04-25 20:16:56.754
901737,15921,"[talking to an image of God, a facsimile of Michelangelo's famous ""Creation of Adam"" painting on the ceiling of the Sistine Chapel]Jeremiah: Are you happy? Are you satisfied now? I mean, that's the way it works, isn't it? You set us up. You take someone like him, you give him hope, just so you can take it away again? What did he ever do to you? What did any of us ever do to you? What did the whole f***ing world do to you, that we deserve all of this? I mean, come on, the locusts and the death of the first-born wasn't good enough for you anymore so now it's the death of the eldest? The death of heroes? You know what? F*** you. Because we're not just gonna lay down and die down here. You want to finish off the job? Come down here! Do it yourself. You send the Angel of Death, you better give him one hell of a big sword, because I tell you what, we are gonna kick his ass all the way back to the great white f***ing throne. And then we're coming for you. We're coming for you.",2025-04-25 20:16:56.754
901739,15921,"Captain Iron: I am Captain Iron and I will use my powers only for good, never for evil. I will fight injustice wherever I find it. I will help those who cannot help themselves. I am a spirit of justice and I am a spirit of vengeance and I will kick the ass of the unrighteous. I will be gentle, for the world is hard, and I will be caring, for the world is harsh, and I will be strong and I will endure pain and I will die bravely and I will make it all better again, so that the children will never have to look up in pain and wonder why they lost so much. Why so many had to die. Why they are still even alive because [pauses] because no one should ever have to ask that question.Jeremiah: Amen.",2025-04-25 20:16:56.754
901740,15921,"Shashona: Just one thing though: Does this buckskin make my ass look fat?Jeremiah: No, that is one fine-lookin' Native American ass.Shashona: My ass and I thank you.Jeremiah: You and your ass are welcome. Good luck, Shashana.",2025-04-25 20:16:56.754
901741,15921,"[last lines]Jeremiah: [stopping truck on road] It was right here, you remember?Kurdy: What?Jeremiah: You asked me if one guy could make a difference, could change the world.Kurdy: Yeah, so?Jeremiah: [nods at boy at top of hill wearing Captain Iron outfit, who throws a salute to Jeremiah] Next time you oughta be more careful about what kinds of questions you ask.Kurdy: You really think that's an answer?Jeremiah: It'll do for now.",2025-04-25 20:16:56.754
901742,15921,"[first lines]Jeremiah: Markus, it's not like we're complaining.Kurdy: 'Cause we would never do that, Markus.Jeremiah: No, we wouldn't, because we *love* what we do - being out 16 days in a row, in the rain, in the snow, in the mud. We live for that.Kurdy: Makes my nipples hard just thinking about it.Markus Alexander: Thanks for the image.",2025-04-25 20:16:56.754
901743,15921,Kurdy: Don't blame me for your charisma malfunction.,2025-04-25 20:16:56.754
901744,15921,"Jeremiah: This place that Theo calls the End of the World, does it go by any other names?Simon: Yeah, it does, but I'm not gonna...Jeremiah: Is one of them Valhalla Sector?Simon: No. How do you... how do you know the name of Valhalla Sector?",2025-04-25 20:16:56.754
901745,15921,"Jeremiah: [to Smith] Okay. Here it is. You want to know what I want? I want to see God. I want to see him, face to face. Him, Her, It, whatever. Just to look Him right in the eye and ask him, ""Why'd you screw things up?"" And then I'd tell him, face to face, he's a thug, monster, hypocrite. He's a killer. And I'll spit right in His eye.",2025-04-25 20:16:56.754
901746,15921,"Lee Chen: [to Markus] Me? I find trust something of a narcotic. In small doses, it's relatively harmless. You just don't wanna mainline it.",2025-04-25 20:16:56.754
901747,15921,"Kurdy: [referring to the town where all its people were murdered by cyanide poisoning] What happened to Mayfair?Vernon Diggs: They rebelled.Jeremiah: Against the rules about touching?Vernon Diggs: They made sex lawful again.Kurdy: Well, sure. Legalize sex, next thing you know people start smiling.",2025-04-25 20:16:56.754
901748,15921,"Jeremiah: You Rachel?Rachel: Depends who's asking.Jeremiah: I'm, uh, Jeremiah. This is Kurdy and this is Mister Smith.Rachel: Mister Smith?Kurdy: It's a long story.Mister Smith: No, it's not. It's a proper name. First name Mister, last name Smith. Not a title. See? Max, seven seconds.Jeremiah: Rachel...Rachel: Miss Rachel.Kurdy: See what you started?Mister Smith: Is it my fault that I'm a trend-setter?",2025-04-25 20:16:56.754
901749,15922,"Helen Stilwin: If he dies, I promise you one thing... I'll kill you.Lawson, the Fugitive: That puts you in a class with 10,000 cops. They all got the same idea.Helen Stilwin: It's good idea.",2025-04-25 20:16:56.754
901750,15922,"Helen Stilwin: That's good perfume you got on yuh.Lawson, the Fugitive: Yes.Helen Stilwin: I like cheap perfume. It don't last as long, but it hits harder.",2025-04-25 20:16:56.754
901751,15922,"Lawson, the Fugitive: [to Helen] You're smart... honest. I like smart women. They got cat in 'em.",2025-04-25 20:16:56.754
901752,15922,"Lawson, the Fugitive: [to Helen] You're a real boss. You must drive your huband nuts! [She slaps him and he slaps her back twice in return]",2025-04-25 20:16:56.754
901753,15922,Helen Stilwin: I'll do anything to save my husband... anything!,2025-04-25 20:16:56.754
901754,15924,"Michael: Has it ever occurred to you that, if you spend your life lying to people about who you are, you never get to know who they are?",2025-04-25 20:16:56.754
901755,15924,"Everybody changes. But if you’re with the right person and they change, you meet the right person all over again.",2025-04-25 20:16:56.754
901756,15924,Happy people don’t have dead grass,2025-04-25 20:16:56.754
901757,15925,Jennifer Check: [To Needy and Chip] It smells like Thai food in here. Have you guys been f***ing?,2025-04-25 20:16:56.754
901758,15925,Jennifer Check: You're lime-green jello and you can't even admit it to yourself.,2025-04-25 20:16:56.754
901759,15925,"Jennifer Check: [Trying to let the guys from Low Shoulder let her go] Yes. Yes, I'm a virgin. I'm a virgin. I've never even done sex. I don't even know how. So, you guys should find somebody. Who does. Know how.",2025-04-25 20:16:56.754
901760,15925,"Jennifer Check: Do you buy all your murder weapons at Home Depot? God, you're butch!",2025-04-25 20:16:56.754
901761,15925,"Jennifer Check: Yeah, right. I'm not even a backdoor-virgin anymore, thanks to Roman. And by the way, that hurts! I couldn't even go to flags the next day. I had to stay home and sit on a bag of frozen peas.",2025-04-25 20:16:56.754
901762,15925,Jennifer Check: [On Colin Gray] He listens to maggot rock. He wears nail polish. My dick is bigger than his.,2025-04-25 20:16:56.754
901763,15925,"Jennifer Check: PMS isn't real Needy, it was invented by the boy-run media to make us seem like we're crazy.",2025-04-25 20:16:56.754
901764,15925,"Jennifer Check: [Pulls down Colin's pants] Nice hardware, Ace.",2025-04-25 20:16:56.754
901765,15925,"Jennifer Check: [Colin, backing away from her, cuts his arm on a pair of hedgeclippers] Oh! A puncture wound. God, that's so emo...",2025-04-25 20:16:56.754
901766,15925,Jennifer Check: [Preparing to kill Colin Gray] I need you frightened. [Throws him around some more] I need you hopeless.,2025-04-25 20:16:56.754
901767,15925,Jennifer Check: [Last words] My tit.,2025-04-25 20:16:56.754
901768,15925,"Nikolai Wolf: Do you know how hard it is to make it as an indie band these days? There are so many of us, and we're all so cute and it's like if you don't get on Letterman or some retarded soundtrack, you're screwed, okay? Satan is our only hope. We're working with the beast now. And we've got to make a really big impression on him. And to do that, we're going to have to butcher you. And bleed you. And then Dirk here is gonna wear your face. [Dirk gives him a look] Relax, I'm kidding about the face thing. The rest is gonna happen.",2025-04-25 20:16:56.754
901805,15933,Aunt Bailey: [from the trailer]  There are some voices that are too special to keep hidden.  Those are your father's words.,2025-04-25 20:16:56.754
901806,15933,Tagline: Every Generation Needs a Voice,2025-04-25 20:16:56.754
901807,15934,[the Misfits have been hang gliding and passing out promotional fliers]Eric Raymond: Where's Pizzazz?Tech Rat: She must be testing my new laser.Eric Raymond: [frightened] You let Pizzazz loose... WITH A LASER?,2025-04-25 20:16:56.754
901808,15934,"Pizzazz: Why do you always think the worst of me?Stormer: Don't answer that, Jem.",2025-04-25 20:16:56.754
901809,15934,Synergy: Your father hoped you'd be strong. [pause] But I suppose tough is good enough.,2025-04-25 20:16:56.754
901769,15925,"Chip:[after Jennifer attacked him] She can fly?Needy Lesnicky: She's just hovering... it's not that impressive.Jennifer Check: God, do you have to undermine everything I do? You are such a player hater.Needy Lesnicky: You're a jerk.Jennifer Check: Wow, nice comeback, Hannah Montana. Got any more harsh digs?Needy Lesnicky: You know what? You were never a good friend. Even when we were little you used to steal my toys, and pour lemonade on my bed.Jennifer Check: And now I'm eating your boyfriend. See? At least I'm consistent.Needy Lesnicky: Why do you need him? Huh? you can have anybody that you want, Jennifer. So... why Chip? Is it just to tick me off? Or is it just because you're just really insecure?Jennifer Check: I am not insecure, Needy. God that was a joke, how could I ever be insecure? I was the snowflake queen!Needy Lesnicky: Yeah, two years ago when you were socially relevant.Jennifer Check: I am still socially relevant.Needy Lesnicky: And when you didnt need laxatives to stay skinny.Jennifer Check: I am going... to eat your soul... and SH*T it OUT Lesnicky!Needy Lesnicky: I thought you only murdered boys.Jennifer Check: I go both ways.",2025-04-25 20:16:56.754
901770,15925,"Nikolai: Welcome, Devil's Lake!Crowd Member:[correcting Nikolai] Devil's Kettle!Nikolai: F***ing A it is.",2025-04-25 20:16:56.754
901771,15925,"Jennifer:[After being stabbed] My tit.Needy: No, your heart.",2025-04-25 20:16:56.754
901772,15925,Needy: How are you going to get alcohol?Jennifer: I'll just play Hello Titty with the bartender.,2025-04-25 20:16:56.754
901773,15925,"Needy: Jennifer's evil.Chip: I know.Needy: No. I mean, she's actually evil. Not high school evil.",2025-04-25 20:16:56.754
901774,15925,"Needy: Best friends FOREVER, huh? You killed my f***ing boyfriend! You goddamned monster, you dumb B*TCH![Jennifer bites Needy on the arm. Needy reveals her knife]Needy: Ya know what THIS is for? Huh? It's for cutting BOXES![Needy tries stabbing Jennifer in the face, Jennifer grabs the knife]Jennifer: Do you buy ALL your murder weapons at Home Depot? God, you're butch!Needy: Cross out Jennifer![Needy slices a bloody ""X"" on Jennifer's stomach with the knife]Jennifer: [After being stabbed] My tit.Needy: No...your heart.",2025-04-25 20:16:56.754
901775,15925,"Passing Motorist: So, why are you headed east?Needy: I'm following this rock band.Passing Motorist: Must be one hell of a group.Needy: Tonight's gonna be their last show.",2025-04-25 20:16:56.754
901776,15925,Needy Lesnicky: Hell is a teenage girl.,2025-04-25 20:16:56.754
901777,15925,"Needy Lesnicky: I don't even know who Needy Lesnicky is anymore. I'm a different person now. A person who uses curse words and kicks orderlies and sees things that aren't there. A very bad, very damaged person... [lifts her top sleeve, revealing Jennifer's bite-mark imprinted on her shoulder]  Lesnicky: But sometimes change can be good! For instance, most occult scholars don't know this, but if you're bitten by a demon, and you live, you just might absorb some of the demon's abilities... You might get lucky for once in your miserable life! [she floats up, kicks out the window and escapes]",2025-04-25 20:16:56.754
901778,15925,"Jennifer Check: [Grabs Needy's breasts] These are like smart bombs, you point them in the right direction and sh*t gets real.",2025-04-25 20:16:56.754
901779,15925,"Chip Dove: Needy, I care about you. As a person, not just some girl I made love to for four minutes the other night, and I'm scared of what's happening to you.",2025-04-25 20:16:56.754
901780,15925,Chastity: It's true. It's on the Wikipedia.,2025-04-25 20:16:56.754
901781,15925,"Needy's Mom: [to Needy] I dreamed some bad people were trying to nail you to a tree with hammers and big stakes and sh*t. Just like J.C. But I didn't let 'em get to you, 'cause I'm a hard-assed, Ford-tough mama bear.",2025-04-25 20:16:56.754
901782,15925,"Jonas' Dad: You hear me, you bastard?! I'll cut off your nutsack and nail it to my door! Like one of those lion door knockers rich folks got! That will be your balls!",2025-04-25 20:16:56.754
901783,15926,"Mardigian: [a taxi driver's confession to a customer] Hey, man, I'm pretty stoned. Do you wanna screw my sister or somethin'?",2025-04-25 20:16:56.754
901784,15927,"Molly: Jennifer is Dead. I should know. I killed her. Don't misunderstand me, I'm not an evil person. After all, Jennifer WAS my best friend.",2025-04-25 20:16:56.754
901785,15928,Freddy Ross: I'm so drunk I'm sober.,2025-04-25 20:16:56.754
901786,15929,"Jennette McCurdy: When you're gonna be dirty, you gotta be dirty to the core. From the minute I wake up, I just devote myself to her. I start off every morning with a long soak in Clamato Juice, gotta get the clam and tomato juice in every pore. Next step: breath. Gotta make sure my breath is nice and rank.Finally, I gotta get my look right. I'm just really happy that I have my team around me. They support me in all of this.",2025-04-25 20:16:56.754
901787,15930,"Lenny, the bar owner: [walks in on two men and a woman, post-threesome, on a pool table] Hey! What did I tell you about f***ing on the table?",2025-04-25 20:16:56.754
901788,15931,"Jerri: Come here.Roberto: You're so beautiful.Jerri: I want you to hurt me bad. Come on, don't wimp out on me now.Roberto: Come on, this was so nice. I don't know what you're talking about.Jerri: Come on.Roberto: Wait. I'm sorry.Jerri: I want you to hurt me.Roberto: I guess... I guess... you know, I have to go. I mean, you strange. You're so f***ing crazy.Jerri: You f***ing Italian a**hole!Roberto: You're crazy.Jerri: Nobody walks out on me! F***!",2025-04-25 20:16:56.754
901789,15931,Jerri: There's a lot of guys in this neighborhood who would give anything to f*** me. That son of a b*tch is gonna wish he never left me.,2025-04-25 20:16:56.754
901790,15931,"[last lines]Roberto: I needed a place to stay for a while. To hide. So why not here? And if the woman likes to be tied up, all the better - it will be easier to control her. At least, that's what I thought myself. But the first night I fell asleep in her bed, I would find out it would not be her chained to the room - but myself. Paying for my sins. I destroyed Nina for being too free. Now I would pay - with my freedom.",2025-04-25 20:16:56.754
901791,15931,[Roberto has just caught his wife in bed with his best friend and another man.]Lorenzo: Roberto is a fool to leave a girl like you when he travels.Roberto: Then I suppose I'm a fool?![Roberto takes out a gun; the two men cross themselves as he shoots them],2025-04-25 20:16:56.754
901792,15932,Jemima: All I can say is that I am naughty and I do get away with it.,2025-04-25 20:16:56.754
901793,15932,Jemima: Blood drainage can take a while...,2025-04-25 20:16:56.754
901794,15932,Jemima: The hardest part is disposing of the body.,2025-04-25 20:16:56.754
901795,15932,Jemima: I always like to leave my men gasping. It's the best way to leave them. Before they leave you.,2025-04-25 20:16:56.754
901796,15933,Jem: Showtime synergy.,2025-04-25 20:16:56.754
901797,15933,Pizazz: [on Jem] Our songs are better. We're gonna get her.,2025-04-25 20:16:56.754
901798,15933,"Rio: [on phone] Yes, Jem is glamour and glitter, fashion and fame.",2025-04-25 20:16:56.754
901799,15933,Kimber: You're internet famous. That's like the second best thing to being actually famous.,2025-04-25 20:16:56.754
901800,15933,Jem: Is that us?Erica Raymond: No it's Photoshop.,2025-04-25 20:16:56.754
901801,15933,Jem: Please let me explain what's been going on.Shana: Explain what? That you want to go solo?Aja: You don't want us around anymore? That's not how a family is supposed to act.,2025-04-25 20:16:56.754
901811,15934,[Clash disguises herself as a film student filming a documentary on Jem and the Holograms]Clash: Wow. Even at five in the morning she looks amazing.,2025-04-25 20:16:56.754
901812,15934,Eric Raymond: Pizzaz! Wait! Don't slam the...[Pizzaz slams the door and plaster falls from Eric's office ceiling on to his head.] Door.,2025-04-25 20:16:56.754
901813,15934,"Jerrica Benton: Hoo, we've got three possible names.Kimber Benton: Wow! Riot *really* came *through*!Jerrica Benton: Kimber, you and Aja check out Martin O'Carolan. Raya, take Rio and check out Leonard Martin. He lives in Nebraska. And, Shana, you and I'll go and see Andy Martin in Las Vegas. We're not giving up until we find Ba Nee's father.",2025-04-25 20:16:56.754
901814,15934,"Jem: That must have been horrible, having your father so dead set against you learning music.Riot: Yeah, it was some kind of macho thing. Are you cold?Jem: A little.Riot: I'll make a fire.Riot: [continuing as he puts kindling in the fireplace] What my father never understood was that my music was the only thing that helped me keep it all together while I was growing up. Every year we moved to a new town. You get tired saying goodbye to a new set of friends every year. [Riot lights the fire]Jem: How sad.Riot: That's the way it was. But Mom was supportive. She bought me that first guitar. But she wasn't strong enough to stand up against my dad. He was always pushing, mostly for me to join the army. So, finally, I joined. It was the only way I could get away from home. I ended up in basic training in Germany. [montage of basic training]Jem: That's terrible.Riot: Yeah. I hated it from the day I enlisted. I never could see what my father thought was so great about it. I thought I was stuck there forever. And then, one day on leave, I discovered this rock band called Nirvana. They were fantastic! I went to see them whenever I had a pass. They were doing exactly what *I* wanted to be doing with *my* life. Then, one night, before their first set, there was a big blow-up.Jerry: OK, you're half an hour late! This is the *last* time! If you can be here when you're supposed to, then get out!Ralph: Hey, no problem. This band is going nowhere anyway.Minx: But, Jerry, we can't perform without a backup guitarist.Riot: I'll play!Jerry: Hey, hold on there, mate! What does a soldier boy know about music?Riot: [picks up a guitar] Listen. I'll show you. [Riot plays an introduction. Minx, the drummer, and Jerry join in. The crowd cheers]Jerry: Well mate, the audience loves ya.Minx: Jerry, he could replace Ralph permanently!Jerry: That's a great idea! How about it?Riot: But, I-I-I'm in the service! I couldn't.Jerry: Oh, come on, mate. We've got a tour scheduled that will take us all over Europe. Say you'll join us.Minx: You've got to come. Can you give this up? [the crowd continues to cheer]Riot: All right. I'll do it. [Riot shakes hands with Jerry] I'll come!Jerry: Great. Well, let's give them an encore, pal. By the way, what's your name?Riot: Call me... [the lights go down, a spotlight comes on] Riot!Riot: [back with Jem] It was a thrill like none I ever had before. Crowds of people clamoring for us.",2025-04-25 20:16:56.754
901815,15935,"Mr. Hyde: Ever killed anyone, Benjamin?Benjamin: Not personally. I have people.Mr. Hyde: You're missing out. It's like sex. Only there's a winner.",2025-04-25 20:16:56.754
901816,15935,Mr. Hyde: Trust me... I'm a psychopath!,2025-04-25 20:16:56.754
